session_id,user_id,duration,tree,hour,day_of_week,task,task_word_count,task_char_count,completed_review,task_cluster,tree_encoded
6a505d042a22ab74cd0a7528,1324440902,60,pink oak tree,2,4,"- database ( satar ) 🤍
- homework (bus) 🤍",10,41,1,0,78
6a506db82a22ab74cd0a752e,1324440902,60,azalea,3,4,"homework ( bus ) 🤍
Linkedin 🤍",7,29,1,0,6
6a5073f02a22ab74cd0a7530,5813189356,60,أوسمانثوس,4,4,Editing,1,7,0,0,114
6a509a022a22ab74cd0a7546,1453605769,120,زهرة الأوركيد,7,4,Start planning for chapter 9 Build a Concept Write 200 Words,11,60,1,0,145
6a50e7092a22ab74cd0a757f,1453605769,120,زهرة الزنبق,12,4,200-500 words,2,13,1,0,150
6a510a282a22ab74cd0a75da,5957340969,90,hyacinth,15,4,دراسة,1,5,0,0,50
6a5135c92a22ab74cd0a7651,261939997,90,cosmos,18,4,Don’t get distracted,3,20,1,0,33
6a5185302a22ab74cd0a76ec,5401336083,90,epiphyllum,23,4,قسم ٤-٥,2,7,0,0,41
6a52199b2a22ab74cd0a77d6,8050385799,90,bellflower,10,5,"• بنك ١٤
اختبار بنك ١٤",6,22,0,0,9
6a523ebe2a22ab74cd0a782a,7483639328,120,geraniums,13,5,2 بنك كمي,3,9,1,0,45
6a523ebe2a22ab74cd0a782a,7861465012,120,geraniums,13,5,3كمي,1,4,0,0,45
6a523ebe2a22ab74cd0a782a,6018653421,120,geraniums,13,5,اربع اقسام حمراء,3,16,0,0,45
6a5246852a22ab74cd0a7840,1453605769,90,الوردة الوردي,13,5,"200-500 words
Room Organization",4,31,0,0,126
6a5247952a22ab74cd0a7844,5813189356,90,incurved chrysanthemum,13,5,Editing 😭 متى أخلص منه,5,22,0,0,52
6a527d642a22ab74cd0a78d8,7483639328,120,lavender,17,5,2بنك كمي,2,8,0,0,60
6a52a3a62a22ab74cd0a7935,6103039953,180,plumeria,20,5,مذاكرة قدرات,2,12,0,0,82
6a52d4c62a22ab74cd0a7982,7829841436,90,balloon flower,23,5,قدرااات,1,7,0,0,8
6a52d9972a22ab74cd0a798d,7441793409,60,زهرة الفانوس,0,6,Lec5,1,4,0,0,151
6a5344fe2a22ab74cd0a7a3d,1004660881,90,white rose,7,6,7 answers,2,9,0,0,108
6a53b1417a817ec7a5bc3947,6862103295,120,ساعة الكوكو,15,6,"Pharma sec 1 rec[]
Notes[]
Phyto lec 1 notes[]",9,46,0,0,156
6a53bdd07a817ec7a5bc3955,5782761563,60,المتوهجه كاتى,16,6,👍🏻,1,2,0,0,125
6a53e2f87a817ec7a5bc3991,8857043559,60,زهرة الفانوس,18,6,Nothing,1,7,1,0,151
6a54819b7a817ec7a5bc3a06,1382116841,60,hyacinth,6,0,claim laundry,2,13,1,0,50
6a5492057a817ec7a5bc3a0b,1382116841,60,ice crystal bloom,7,0,Arrange clothes,2,15,1,0,51
6a54a7227a817ec7a5bc3a17,1382116841,60,wishing flower,8,0,Print IPCR × 3 copies,5,21,1,0,110
6a54b9117a817ec7a5bc3a20,1382116841,60,wishing tree,10,0,Read DM circular,3,16,1,0,111
6a54c8fb7a817ec7a5bc3a30,1382116841,60,twilight guardian,11,0,Finish reading DM circular,4,26,1,0,102
6a55a90c7a817ec7a5bc3aef,8163266779,90,coconut tree,3,1,1 minute,2,8,0,0,29
6a55c3337a817ec7a5bc3b03,5317021297,120,strawberry cupcake,5,1,47 Q,2,4,1,0,96
6a55d7807a817ec7a5bc3b0e,6862103295,90,dancing lady orchid,6,1,"Phyto rec []
Phyto notes[][][]",5,30,0,0,37
6a55e1c07a817ec7a5bc3b15,5317021297,120,matcha cupcake,7,1,37Q,1,3,1,0,68
6a55e1c07a817ec7a5bc3b15,5152723534,120,matcha cupcake,7,1,4 lessons,2,9,0,0,68
6a55ef187a817ec7a5bc3b1f,6862103295,90,red spider lily,8,1,"Phyto rec[]
Yt pt 1 []
Lec 1 notes []",10,37,0,0,87
6a55fad67a817ec7a5bc3b27,1463187459,25,wisteria,9,1,Go through chrome tab sources,5,29,1,0,112
6a5607d17a817ec7a5bc3b34,1453605769,45,كوزموس,9,1,Study Ch 3 Contraindications,4,28,1,2,185
6a560a7c7a817ec7a5bc3b38,1463187459,25,wisteria,10,1,Create reading notes from chrome tab,6,36,1,0,112
6a56110e7a817ec7a5bc3b3f,1463187459,25,wisteria,10,1,Chrome tab > reading notes,5,26,1,0,112
6a56153b7a817ec7a5bc3b43,1453605769,50,كوزموس,10,1,Part one chapter 5 MRI pulse sequence,7,37,1,0,185
6a561c097a817ec7a5bc3b4d,1463187459,60,jacaranda,11,1,"Work using checklists.
One checklist at a time.",8,47,1,0,54
6a561c097a817ec7a5bc3b4d,8857058575,60,jacaranda,11,1,60min at least,3,14,0,0,54
6a5646457a817ec7a5bc3b75,8429129234,90,الشجرة السماوية,14,1,حل ٦٠ سؤال وحدة ٣ ديناميكا,6,26,0,0,122
6a565ddd7a817ec7a5bc3b94,1453605769,30,كوزموس,16,1,30-50 صفحة,2,10,0,0,185
6a569ce47a817ec7a5bc3bdc,1463187459,60,iris,20,1,Do something,2,12,1,0,53
6a56eeac7a817ec7a5bc3c11,1324440902,90,lily flower,2,2,"🫐 kaggle model 
🫐 summer homework
🫐 SQL database",9,48,0,0,63
6a56fba07a817ec7a5bc3c16,5317021297,120,narcissus,3,2,"29 N
Quiz my self in 115 Q",8,26,1,0,75
6a5707c87a817ec7a5bc3c1f,1795165613,60,rose,4,2,10 اقسام لفظي,3,13,0,0,88
6a5719b27a817ec7a5bc3c2a,5317021297,120,lemon cupcake,5,2,223,1,3,0,0,62
6a575b9c7a817ec7a5bc3c50,1463187459,30,chocolate strawberry cake,10,2,Do something,2,12,1,0,26
6a5764927a817ec7a5bc3c58,1463187459,30,cherry cheese cake,10,2,Do something,2,12,0,0,24
6a5764927a817ec7a5bc3c58,8857058575,30,cherry cheese cake,10,2,30min least from 25 to ?,6,24,0,0,24
6a5769147a817ec7a5bc3c5c,1256666026,120,monstera,11,2,"-Review what i studied yesterday 
-taking today’s tests
-Review the rules",11,73,0,0,70
6a576de67a817ec7a5bc3c5f,1463187459,60,royal poinciana,11,2,Do so something,3,15,0,0,89
6a57738a7a817ec7a5bc3c63,6862103295,90,dancing lady orchid,11,2,"Yt2□
Plec 1 study □□",5,20,1,2,37
6a5780177a817ec7a5bc3c71,8857058575,60,flaming katy,12,2,١,1,1,0,0,43
6a5780177a817ec7a5bc3c71,1463187459,60,flaming katy,12,2,Do something,2,12,1,0,43
6a5792797a817ec7a5bc3c89,8857058575,60,red spider lily,14,2,2,1,1,0,0,87
6a579e3a7a817ec7a5bc3c9f,8429129234,10,شجيرة,14,2,حل دور أول ٢٤,4,13,0,0,175
6a57a3a37a817ec7a5bc3ca8,8857058575,60,space tree,15,2,Dna,1,3,0,0,93
6a57b4f77a817ec7a5bc3cbf,8857058575,60,lantern flower,16,2,1,1,1,0,0,59
6a57b4f77a817ec7a5bc3cbf,1463187459,60,lantern flower,16,2,Do something,2,12,1,0,59
6a57c5bb7a817ec7a5bc3cd8,1463187459,60,maple,17,2,Do something. Anything.,3,23,1,0,67
6a57f2c47a817ec7a5bc3d16,7441793409,120,ماشروم الشبح,20,2,Pray + sleep,3,12,0,0,190
6a584daf7a817ec7a5bc3d57,6862103295,90,iris,3,3,"Lec 1 [][][][]
Lec 2 notes[][]
Lec 2 study []",10,45,1,0,53
6a5891da7a817ec7a5bc3d96,1274088277,60,lotus,8,3,physics complete ch4,3,20,0,0,64
6a58b3507a817ec7a5bc3db3,1463187459,25,plum blossom,10,3,Do something,2,12,1,0,81
6a58b44a7a817ec7a5bc3db4,5569683880,60,jacaranda,10,3,اخلص اول ١٠ أقسام من الحمراء,6,28,0,0,54
6a58ba357a817ec7a5bc3db9,1463187459,25,plum blossom,11,3,Do something,2,12,1,0,81
6a58c1897a817ec7a5bc3dc1,1463187459,25,plum blossom,11,3,"Add to rapid log: Fees, should I go to college on Friday?
Sort out your feelings further by talking openly with her.
Daily Log tasks - masri",27,140,1,0,81
6a58c8167a817ec7a5bc3dc9,1463187459,25,plum blossom,12,3,Do something,2,12,1,0,81
6a58dd2e7a817ec7a5bc3ddf,1463187459,45,juniper,13,3,Do smtg,2,7,1,0,57
6a58e8f67a817ec7a5bc3de7,1463187459,45,lily flower,14,3,Do something,2,12,0,0,63
6a58e9ae7a817ec7a5bc3de8,2120841592,120,cosmos,14,3,Study,1,5,0,2,33
6a5994467a817ec7a5bc3e64,1324440902,90,dancing lady orchid,2,4,قواعد البيانات,2,14,0,0,37
6a5994467a817ec7a5bc3e64,6209766376,90,dancing lady orchid,2,4,90,1,2,0,0,37
6a59b77c7a817ec7a5bc3e7a,855815902,90,epiphyllum,5,4,"Anatomy 🤍
قسم القحف العصبي 
قسم  القحف الحشوي 
مفاصل القحف",10,58,1,0,41
6a59c94a7a817ec7a5bc3e87,5317021297,120,muscat macaron,6,4,"25Q
58K",2,7,1,0,73
6a59caf07a817ec7a5bc3e8a,1453605769,120,شجيرة الثلج,6,4,"Writing 200-500 words
Third scene",5,33,0,0,176
6a59d4677a817ec7a5bc3e92,6414472996,90,dahlia,7,4,Immunology 2,2,12,1,0,36
6a59edd07a817ec7a5bc3ea2,7150174490,120,زهرة الزنبق,8,4,Physics question Practice - 09,5,30,0,0,150
6a5a269c7a817ec7a5bc3ec2,6862103295,90,unicorn tree,12,4,Pharma,1,6,0,0,103
6a5a269c7a817ec7a5bc3ec2,855815902,90,unicorn tree,12,4,"visceralcranium 
هيكل الجذع",3,27,0,0,103
6a5a29247a817ec7a5bc3ec8,5060286862,30,citrus macaron,13,4,Puzzles,1,7,1,0,27
6a5a38c97a817ec7a5bc3ed9,1381452691,90,plum blossom,14,4,اذاكر,1,5,1,0,81
6a5a53d67a817ec7a5bc3ef4,5912202838,120,matcha cupcake,16,4,"نموذجين قرامر 
كويز 
نموذجين استماع",5,35,0,0,68
6a5a56b07a817ec7a5bc3ef7,6414472996,90,azalea,16,4,Immunology 4,2,12,0,0,6
6a5abe317a817ec7a5bc3f58,5732500635,60,coffee macaron,23,4,بناء منهجي,2,10,0,0,30
6a5ae31c7a817ec7a5bc3f78,983904967,90,geraniums,2,5,I finished 217 questions,4,24,0,0,45
6a5b25977a817ec7a5bc3fab,1463187459,50,plum blossom,7,5,Idea & Execute,3,14,1,0,81
6a5b2f2e7a817ec7a5bc3fb2,6862103295,90,golden wings,7,5,2 yt vedios,3,11,0,0,49
6a5b37267a817ec7a5bc3fb4,1463187459,30,plum blossom,8,5,"Eat, idea, execute",3,18,0,0,81
6a5b417b7a817ec7a5bc3fba,1463187459,25,cedar,9,5,Motivation,1,10,1,0,21
6a5b41937a817ec7a5bc3fbd,7441793409,60,ضوء النجم الشتوي,9,5,"غسل المواعين
 ترتيب السرير",4,26,0,0,178
6a5b48207a817ec7a5bc3fc4,1463187459,25,twilight guardian,9,5,Apply motivation,2,16,1,0,102
6a5b48207a817ec7a5bc3fc4,5766092870,25,twilight guardian,9,5,Quiz =28-52,2,11,1,0,102
6a5b4f137a817ec7a5bc3fc9,1463187459,25,cedar,10,5,Apply motivation,2,16,0,0,21
6a5b54327a817ec7a5bc3fce,7441793409,90,شجرة الفضاء,10,5,"ترتيب الدولاب
ترتيب السرير",4,26,0,0,162
6a5b55ee7a817ec7a5bc3fd0,1463187459,25,twilight guardian,10,5,Goal setting,2,12,1,4,102
6a5b5d227a817ec7a5bc3fd5,1463187459,25,cedar,11,5,Goal setting and lunch,4,22,1,4,21
6a5b64087a817ec7a5bc3fdd,1463187459,25,twilight guardian,11,5,"Goal setting, shower",3,20,1,4,102
6a5b6b437a817ec7a5bc3fe6,1463187459,25,cedar,12,5,"Fajr, zohar, asr, goal setting",5,30,1,4,21
6a5b6b767a817ec7a5bc3fe8,7441793409,90,الذكرى السنوية الثامنة لشجرة الكيك,12,5,"استحمام
بلان مبدأية + عمل المودل",6,32,1,0,120
6a5b720d7a817ec7a5bc3ff1,1463187459,25,cedar,12,5,Setting goal,2,12,1,4,21
6a5b79687a817ec7a5bc3ffa,1463187459,25,twilight guardian,13,5,Goal setting,2,12,1,4,102
6a5b7b9c7a817ec7a5bc3ffd,1324440902,60,confederate rose,13,5,"النماذج الاكثر تكرار 
كويزات قرامر",5,34,0,0,31
6a5b7b9c7a817ec7a5bc3ffd,1274088277,60,confederate rose,13,5,"ورد القرآن (مهمة اساسية)
قراءة من كتاب (حي على الفلاح ) الجزء الثاني ، لما تبقى من الساعة",18,89,1,0,31
6a5b80777a817ec7a5bc4005,1463187459,25,cedar,13,5,"Goal setting, maghrib",3,21,1,4,21
6a5b81847a817ec7a5bc4007,7530374529,80,ارز,13,5,اي,1,2,0,0,116
6a5b873a7a817ec7a5bc4011,1463187459,25,twilight guardian,14,5,Goal setting,2,12,1,4,102
6a5b8b4f7a817ec7a5bc4014,1274088277,60,dusty miller,14,5,"صلاة العصر 
فيزياء تكملة الفصل الرابع و اسئلته",8,46,1,0,39
6a5b8e4c7a817ec7a5bc4017,1463187459,25,cedar,14,5,Rest,1,4,1,0,21
6a5b952d7a817ec7a5bc4020,1463187459,25,twilight guardian,15,5,Rest,1,4,1,0,102
6a5b9c947a817ec7a5bc4027,1463187459,25,cedar,15,5,One step,2,8,0,4,21
6a5ba35e7a817ec7a5bc4031,1463187459,25,twilight guardian,16,5,One step—any step towards your goal,6,35,0,4,102
6a5bb6517a817ec7a5bc405e,7441793409,120,الشجرة النجمية,17,5,"لقاء نادي قارئة
البدء بفكره المودل",6,34,1,0,123
6a5bd7ea7a817ec7a5bc408e,7441793409,180,شجرة بلوط زرقاء,19,5,"Sleep
Ground Floor plan",4,23,0,0,171
6a5bfa417a817ec7a5bc40b2,568582685,60,sunflower,22,5,Animation for the website,4,25,0,0,98
6a5bfa417a817ec7a5bc40b2,8559950240,60,sunflower,22,5,فيدز HTN❤️,2,10,0,0,98
6a5c30e77a817ec7a5bc40d4,1178590131,180,جاكاراندا,2,6,رياضه مشي,2,9,1,0,130
6a5c526f7a817ec7a5bc40e7,1463187459,25,twilight guardian,4,6,Take a step—any step—toward your goal and watch as motivation comes running to join you in the journey.,18,103,1,4,102
6a5c62ac7a817ec7a5bc40f7,1178590131,120,water spirit,5,6,"الاعداد الحقيقيه والدوال 
دوال خاصة",5,35,1,0,105
6a5c7ff07a817ec7a5bc4104,1463187459,30,twilight guardian,7,6,Take a step—any step—toward your goal and watch as motivation comes running to join you in the journey.,18,103,0,4,102
6a5c820b7a817ec7a5bc410a,5317021297,120,strawberry macaron,7,6,40,1,2,0,0,97
6a5c820b7a817ec7a5bc410a,1178590131,120,strawberry macaron,7,6,"الاعداد الحقيقيه والدوال 
دوال خاصة",5,35,0,0,97
6a5c889c7a817ec7a5bc410e,1463187459,60,snapdragons,8,6,Take a step—any step—toward your goal and watch as motivation comes running to join you in the journey.,18,103,0,4,91
6a5c9fe57a817ec7a5bc411d,1178590131,120,lover tree,9,6,"دوال خاصه 
قوانين القدرات0-2",4,28,1,0,65
6a5ce2167a817ec7a5bc4168,1453605769,90,زهرة الأوركيد,14,6,نص chapter 5,3,12,0,0,145
6a5ce2cf7a817ec7a5bc416d,1178590131,120,azalea,14,6,قوانين القدرات0-2,2,17,1,0,6
6a5cfe5e7a817ec7a5bc4187,6687035537,60,الذكرى السنوية الثانية عشر لشجرة الكيك,16,6,"واجب الدرجة
واجب البرزنتيشن",4,27,1,0,121
6a5d031f7a817ec7a5bc418e,1282431421,90,golden trumpet tree,17,6,Slove 100 Question,3,18,1,0,48
6a5d0f0b7a817ec7a5bc419d,568582685,60,confederate rose,17,6,Animation for the website,4,25,0,0,31
6a5d14777a817ec7a5bc419f,6687035537,60,جاكاراندا,18,6,برزنتيشن,1,8,1,0,130
6a5d55a97a817ec7a5bc41ca,8233306648,120,شجرة الأمنيات,22,6,ها,1,2,0,0,159
6a5d55a97a817ec7a5bc41ca,5879380537,120,شجرة الأمنيات,22,6,اعبي مطارتي ماي,3,15,0,0,159
6a5da2b87a817ec7a5bc41ee,5569683880,120,jacaranda,4,0,اخلص ٨ أقسام لفظي,4,17,0,0,54
6a5da2b87a817ec7a5bc41ee,1929826612,120,jacaranda,4,0,"Q
S
L",3,5,0,0,54
6a5e01ff7a817ec7a5bc422b,5569683880,60,tulip,11,0,اخلص ٤ أقسام لفظي,4,17,0,0,101
6a5e27e57a817ec7a5bc4255,7441793409,60,شجرة الفضاء,13,0,"تدوين
البدء في المودل",4,21,1,0,162
6a5e3c257a817ec7a5bc4271,5622903978,90,strawberry chiffon cake,15,0,Carbohydrates,1,13,0,0,95
6a5e5eed7a817ec7a5bc4298,7441793409,40,شجرة الفضاء,17,0,انهي المودل,2,11,1,0,162
6a5e6e747a817ec7a5bc42b0,7441793409,50,الشجرة السماوية,18,0,"استراحة
انهاء المودل",3,20,0,0,122
6a5ec76f7a817ec7a5bc4307,1044801606,90,plum blossom,1,1,Study,1,5,0,2,81
6a5f2b1a7a817ec7a5bc4349,1274088277,60,lavender,8,1,"quraan 
لقمان        ، السجدة       
physics 
W1-2",6,50,1,0,60
6a5f759b7a817ec7a5bc438d,1954906495,90,snapdragons,13,1,قراءة الورد,2,11,0,0,91
6a5f76827a817ec7a5bc438e,8580430922,90,sunflower,13,1,AS1 P1,2,6,0,0,98
6a5f76e57a817ec7a5bc438f,8050385799,60,mock orange,13,1,بنك ١٥,2,6,0,0,69
6a5faeca7a817ec7a5bc43d6,7441793409,50,جونيبر,17,1,استحمام,1,7,1,0,134
6a5fbc407a817ec7a5bc43e0,7441793409,50,كالينديولا,18,1,ترتيب المهام والبدء باول مهمه,5,29,0,0,180
6a5fe5867a817ec7a5bc43ff,1564027547,90,dusty miller,21,1,Study,1,5,1,2,39
6a5ffff37a817ec7a5bc440e,1564027547,120,ice crystal bloom,23,1,Study for the exam,4,18,0,2,51
6a6008db7a817ec7a5bc4411,8008003238,90,pink rose,0,2,german,1,6,0,0,79
6a60493b7a817ec7a5bc4436,6687035537,60,أوسمانثوس,4,2,Bb 1,2,4,1,0,114
6a60780c7a817ec7a5bc4461,1107920594,90,الأجنحة الذهبية,7,2,3محاضرات تأسيس ستيب,3,19,1,0,117
6a609c827a817ec7a5bc446e,1274088277,60,forest spirit,10,2,"البناء الفكر 
محاضر ٤ و ما تيسر من محاضرة ٥",10,43,1,0,44
6a60be307a817ec7a5bc4482,1463187459,25,white calla lily,12,2,Task,1,4,0,3,107
6a60c6537a817ec7a5bc4486,5910754006,25,azalea,13,2,Start studying bio 103,4,22,1,0,6
6a60d9557a817ec7a5bc449d,1107920594,90,كب كيك الفراولة,14,2,"المحاضره 4,5 ستيب",3,17,1,0,183
6a60e3c17a817ec7a5bc44aa,1463187459,25,white rose,15,2,Take a step—any step—toward your goal,6,37,0,4,108
6a60eaae7a817ec7a5bc44af,1463187459,25,epiphyllum,16,2,"Take a step, any step, towards your goal",8,40,0,4,41
6a60f0ac7a817ec7a5bc44b5,1107920594,90,كب كيك الليمون,16,2,"المحاضره 6,7 ستيب",3,17,1,0,184
6a610b377a817ec7a5bc44ca,1107920594,90,choco chip cupcake,18,2,المحاضره 8,2,10,1,0,25
6a6122fd7a817ec7a5bc44de,1107920594,90,muscat macaron,20,2,"مراجعة المحاضره 6,7,8",3,21,1,0,73
6a6126097a817ec7a5bc44e1,5969504262,90,rose,20,2,"حان الوقت لترك هاتفك والعودة إلى العمل! أدخل كود غرفتى: 3TN5858SG لزرع 120-دقيقة ويستريا معي! 
 يمكنك أيضاً النقر فوق هذا الرابط للإنضمام إلي: https://www.forestapp.cc/join-room?token=3TN5858SG",24,193,0,0,88
6a615ab17a817ec7a5bc4503,1107920594,90,cactus,0,3,محاضره 9 ستيب,3,13,1,0,14
6a61f62e7a817ec7a5bc456b,5619007605,120,cosmos,11,3,"إنهاء ٤ أقسام لفظي
بنكين كمي",6,28,0,0,33
6a6200c37a817ec7a5bc4575,1384543515,120,narcissus,11,3,ه,1,1,0,0,75
6a6210c07a817ec7a5bc457f,1849296901,90,jacaranda,13,3,Reading quran,2,13,0,0,54
6a6225f17a817ec7a5bc4593,2125136209,120,روح الماء,14,3,تقدر تعملي جدول؟,3,16,0,0,140
6a622cd07a817ec7a5bc459a,1107920594,90,sunflower,15,3,المحاضرة 10 ستيب,3,16,1,0,98
6a6234df7a817ec7a5bc459e,855815902,90,pink rose,15,3,"Lecture 8 (4M)
Lecture 13 + 14 
+ from book",10,43,1,0,79
6a6253a97a817ec7a5bc45c1,8559602244,90,jacaranda,17,3,مذاكره من ٢١٢ إلى ٢٥٠,5,21,0,0,54
6a6259ea7a817ec7a5bc45c5,1107920594,80,plum blossom,18,3,مراجعة المحاضره 10,3,18,1,0,81
6a6268ea7a817ec7a5bc45c9,855815902,90,azalea,19,3,"lecture 14 
End 5A grammar from book 
Lecture 15 
Lecture 16",11,60,0,0,6
6a6271a37a817ec7a5bc45d2,1107920594,80,plum blossom,19,3,مراجعة المحاضره11,2,17,1,0,81
6a6282f57a817ec7a5bc45e0,5604013239,90,sunflower,21,3,90,1,2,0,0,98
6a6288e57a817ec7a5bc45e4,1107920594,90,moon tree,21,3,المحاضره 12 ستيب,3,16,1,0,71
6a62bf167a817ec7a5bc45fb,8559602244,60,tiramisu,1,4,مراجعة من ٢٠ إلى ٣٠ قسم لفظي واختبر عليهم,9,41,0,0,99
6a6305f37a817ec7a5bc4626,1107920594,90,ماشروم,6,4,مراجعة المحاضره 12 ستيب,4,23,1,0,189
6a631dc97a817ec7a5bc4638,1107920594,50,الأجنحة الذهبية,8,4,إكمال مراجعة المحاضره 12,4,24,1,0,117
6a6330357a817ec7a5bc463e,8876130063,60,lavender,9,4,Polity,1,6,1,0,60
6a6334687a817ec7a5bc4640,1274088277,60,white calla lily,9,4,vacuum the living while listening to lecture and add notes when needed .,13,72,1,0,107
6a63574f7a817ec7a5bc4652,1463187459,50,blueberry cupcake,12,4,24.07.2026 or absolutely nothing,4,32,1,0,12
6a6364997a817ec7a5bc465d,1463187459,50,blueberry macaron,13,4,24.07.2026 or absolutely nothing,4,32,1,0,13
6a6373947a817ec7a5bc466a,1463187459,50,strawberry cupcake,14,4,24.07.2026 or absolutely nothing,4,32,1,0,96
6a637b7f7a817ec7a5bc4672,1107920594,90,lavender,14,4,محاضره 13 ستيب,3,14,0,0,60
6a6381897a817ec7a5bc4679,1463187459,50,strawberry macaron,15,4,24.07.2026,1,10,1,0,97
6a6383357a817ec7a5bc467b,8633807180,120,moon tree,15,4,.,1,1,0,0,71
6a6390a07a817ec7a5bc4689,6831554133,120,twilight guardian,16,4,"الباقي من المحاضرة 
1/2 Lec",5,27,0,0,102
6a6390a07a817ec7a5bc4689,8559602244,120,twilight guardian,16,4,"مراجعة من ٣١ إلى ٤٠
اختبار
مراجعة من ٤١ إلى ٥٠ 
اختبار
مذاكرة من ٩٣ إلى ١١٧
اختبار",18,82,0,0,102
6a642fa37a817ec7a5bc46e0,8876130063,60,sacred light tree,3,5,Part 2 of Acts passed under British rule in India,10,49,1,0,90
6a64430a7a817ec7a5bc46ea,8876130063,60,rainbow eucalyptus,5,5,Murder of Roger Ackroyd,4,23,0,0,85
6a646e307a817ec7a5bc4705,886410655,120,celestial tree,8,5,"- المصفوفات تأسيس
- المصفوفات تجميعات
- المصفوفات الكتاب المدرسي",10,64,0,0,22
6a6470a07a817ec7a5bc4707,8876130063,60,ice crystal bloom,8,5,Plato introduction,2,18,1,0,51
6a6481c07a817ec7a5bc470c,8876130063,60,mock orange,9,5,Political thinkers (Plato and Aristotle) in detail.,7,51,1,0,69
6a6487347a817ec7a5bc4711,8559602244,90,golden wings,9,5,اخلص الجزئيه حقت اللفظي واختبر عليها,6,36,0,0,49
6a64b6107a817ec7a5bc4731,886410655,120,coffee macaron,13,5,"- الأعداد المركبة والمعادلة التربيعية تأسيس
- الأعداد المركبة والمعادلة التربيعية تجميعات
- الأعداد المركبة والمعادلة التربيعية الكتاب المدرسي
- الأعداد المركبة والمعادلة التربيعية بحر غشام",26,189,1,0,30
6a64b6107a817ec7a5bc4731,2008583537,120,coffee macaron,13,5,Revivon,1,7,0,0,30
6a64d73f7a817ec7a5bc474d,886410655,120,choco chip cupcake,15,5,"- كثيرات الحدود تأسيس
- كثيرات الحدود تجميعات
- كثيرات الحدود المنهج المدرسي",13,76,0,0,25
6a6577747a817ec7a5bc47d2,1212826528,120,لؤلؤة المياه,2,6,محاضرة syntax,2,13,1,0,188
6a65ee727a817ec7a5bc4821,8860443598,120,lily flower,11,6,درس ١ رياضيات,3,13,0,0,63
6a660d497a817ec7a5bc4830,7890797603,120,rainbow eucalyptus,13,6,".
Lllo",2,6,0,0,85
6a6614997a817ec7a5bc483c,8860443598,90,ورد,14,6,.,1,1,0,0,195
6a662d647a817ec7a5bc4851,1206963287,60,زهرة اللهب,15,6,"Ch 1 
ch2",3,9,1,0,153
6a6722297a817ec7a5bc48f8,7332384312,125,ويستريا,9,0,ه,1,1,0,0,196
6a6730747a817ec7a5bc48ff,6876730863,60,شجرة القمر,10,0,تعبت,1,4,0,0,163
6a6743657a817ec7a5bc490c,1249373354,60,snapdragons,11,0,Finish 6.3 and 6.5,4,18,1,0,91
6a6752417a817ec7a5bc491d,366170334,90,pink rose,12,0,"إن شاء الله 
إنتانات العظم وأمراض العظام العامة 
٣٠ صفحة",10,56,1,0,79
6a6759fe7a817ec7a5bc4923,8559950240,90,confederate rose,13,0,"COPD
BRONCHIECTASIS
CF
Vids ILD",5,31,1,0,31
6a67b5ec7a817ec7a5bc4979,1453605769,60,زهرة الزنبق,19,0,قرأة المبحث الأول الفصل الأول 43 صفحة,7,37,0,0,150
6a67cfee7a817ec7a5bc498f,6396959757,90,jacaranda,21,0,مذاكرة محاسبه,2,13,1,0,54
6a680e8d7a817ec7a5bc49a2,8876130063,60,aqua pearl,2,1,Murder of Roger Ackroyd by Agatha Christie,7,42,0,0,4
6a682b607a817ec7a5bc49ac,2120841592,120,plum blossom,4,1,Study,1,5,0,2,81
6a6848687a817ec7a5bc49c0,2120841592,150,kitty,6,1,Study,1,5,0,2,58
6a68554c7a817ec7a5bc49cf,5879380537,60,iris,7,1,اخلص عهد ابو بكر وعمر,5,21,0,0,53
6a68955c7a817ec7a5bc49fb,5753090503,60,زهرة الجرس,11,1,ه,1,1,0,0,148
6a68b3ee7a817ec7a5bc4a19,5753090503,60,كب كيك التوت الأزرق,13,1,اخلص الاقسام الزق ذي,4,20,0,0,182
